age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28,Private,50814,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
34,Non-Private,126584,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
58,Private,85767,10,Married,Other,Husband,White,Male,0,0,48,US,0
42,Private,252518,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
52,Private,294991,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
48,Private,183000,10,Married,Other,Husband,Non-White,Male,0,0,40,US,1
39,Private,38145,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
42,Non-Private,69758,12,Non-Married,Other,Non-Husband,Non-White,Male,0,0,48,US,1
50,Private,192203,7,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,185325,9,Non-Married,Other,Non-Husband,White,Male,0,0,37,US,0
25,Private,405281,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,226629,10,Married,Other,Non-Husband,White,Female,0,0,35,US,0
24,Private,396099,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Private,188928,9,Married,Other,Husband,White,Male,0,0,40,US,0
61,Private,202060,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,34,US,0
42,Private,29702,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
50,Private,198362,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
41,Non-Private,168071,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
17,Private,413557,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
29,Private,280618,10,Married,Other,Husband,White,Male,0,0,40,US,0
25,Private,147804,9,Married,Other,Husband,White,Male,0,0,60,US,0
35,Private,212465,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Non-Private,111843,12,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
18,Private,31983,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
44,Private,167005,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,60,US,1
28,Non-Private,140239,9,Non-Married,Other,Non-Husband,White,Female,0,0,11,US,0
44,Private,107433,10,Married,Other,Husband,White,Male,0,0,55,US,1
28,Private,209205,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,44,US,0
39,Private,158592,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
54,Non-Private,31533,14,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
38,Private,133935,9,Married,Other,Husband,White,Male,0,0,41,Non-US,1
40,Private,150528,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
53,Private,276515,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,Non-US,0
51,Non-Private,156802,9,Married,Other,Husband,White,Male,3103,0,60,US,1
18,Private,80616,6,Non-Married,Other,Non-Husband,White,Male,0,0,27,US,0
23,Private,254025,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,0
25,Private,198318,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
24,Non-Private,232918,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,20,US,0
54,Private,329266,9,Married,Other,Husband,White,Male,0,0,44,US,1
49,Private,123681,12,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
22,Private,204935,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
18,Private,219841,7,Non-Married,Other,Non-Husband,White,Male,0,0,12,US,0
33,Private,178107,13,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
42,Private,96321,10,Married,Other,Husband,White,Male,0,0,50,US,1
32,Private,136204,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2824,55,US,1
61,Private,52765,9,Non-Married,Other,Non-Husband,White,Female,0,0,99,US,0
51,Non-Private,167793,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
74,Private,68326,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
50,Non-Private,212685,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
48,Non-Private,102102,7,Married,Other,Husband,White,Male,0,0,55,US,0
56,Private,182273,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
28,Private,211184,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
24,Non-Private,84257,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
24,Private,124751,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
34,Private,344275,9,Non-Married,Other,Non-Husband,White,Male,0,0,70,US,0
28,Non-Private,336543,12,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,1
34,Private,171159,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
38,Private,98080,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
64,Non-Private,161325,12,Married,Other,Husband,White,Male,0,1887,50,US,1
65,Non-Private,150095,9,Married,Other,Husband,White,Male,0,0,40,US,0
46,Private,328216,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
19,Private,178147,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
39,Private,116546,10,Married,Other,Husband,White,Male,0,0,50,US,1
28,Private,134890,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,157778,10,Married,Managerial-Specialist,Husband,White,Male,0,0,25,US,1
57,Private,104724,9,Married,Other,Husband,White,Male,0,0,40,US,1
24,Private,211968,10,Non-Married,Other,Non-Husband,White,Female,0,0,24,US,0
58,Non-Private,138130,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
32,Private,129020,13,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,186720,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
49,Non-Private,107231,9,Married,Other,Husband,White,Male,0,2002,40,US,0
25,Non-Private,50053,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
54,Private,172962,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1340,40,US,0
23,Private,125525,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,42,US,0
34,Private,338416,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,60,US,0
55,Private,161423,14,Married,Managerial-Specialist,Husband,White,Male,0,0,52,US,1
23,Private,362623,6,Married,Other,Husband,White,Male,0,1573,30,Non-US,0
28,Private,286452,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Private,88967,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,65,US,0
43,Private,33331,13,Married,Other,Husband,White,Male,0,0,55,US,0
37,Private,29660,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
56,Non-Private,338242,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
42,Private,106900,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,240517,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
43,Non-Private,134026,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,2174,0,40,US,0
21,Private,190968,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
46,Private,99699,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1876,40,US,0
27,Private,285294,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,60,US,0
25,Non-Private,192321,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
64,Non-Private,211222,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
22,Private,220603,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
28,Private,166320,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
38,Non-Private,198867,7,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,290763,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
49,Private,183013,9,Married,Other,Husband,White,Male,0,0,40,US,0
43,Non-Private,35034,13,Married,Managerial-Specialist,Husband,White,Male,0,0,21,US,0
44,Non-Private,106900,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
24,Private,59146,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
40,Private,186916,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
47,Private,119939,9,Married,Other,Husband,White,Male,0,0,40,US,1
23,Private,237432,8,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
46,Non-Private,353012,16,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
38,Private,269323,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
66,Non-Private,197816,13,Married,Managerial-Specialist,Husband,White,Male,10605,0,40,US,1
58,Non-Private,35723,9,Married,Other,Husband,White,Male,0,0,60,US,0
31,Private,440129,9,Married,Other,Husband,White,Male,0,0,40,US,0
34,Non-Private,101266,13,Non-Married,Other,Non-Husband,White,Male,0,0,62,US,0
47,Private,285200,9,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,159322,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,200671,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
22,Private,248446,3,Non-Married,Other,Non-Husband,White,Male,0,0,50,Non-US,0
49,Non-Private,343742,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,32,US,0
33,Private,156602,13,Non-Married,Other,Non-Husband,White,Male,3325,0,43,US,0
32,Private,273287,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,Non-US,0
28,Private,376700,13,Non-Married,Other,Non-Husband,Non-White,Male,6849,0,50,US,0
37,Non-Private,395831,13,Married,Managerial-Specialist,Husband,White,Male,0,0,80,US,1
34,Private,353213,12,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
43,Private,557349,6,Married,Other,Husband,White,Male,0,0,40,Non-US,0
59,Private,232672,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
41,Non-Private,135056,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,8614,0,50,US,1
58,Private,201112,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,55,US,1
45,Private,385793,3,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
31,Private,201122,13,Married,Other,Husband,White,Male,0,1902,45,US,1
51,Private,204567,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
27,Private,22422,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,32732,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
31,Non-Private,121055,9,Married,Other,Husband,White,Male,0,0,70,US,1
53,Private,96827,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
32,Non-Private,175931,9,Married,Other,Husband,White,Male,0,0,40,US,0
57,Private,199713,9,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
38,Non-Private,326701,12,Married,Other,Husband,Non-White,Male,0,0,40,US,1
43,Non-Private,114537,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
63,Private,188914,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
29,Private,258862,13,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
43,Private,351576,13,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,1
48,Private,236858,7,Non-Married,Other,Non-Husband,White,Female,0,0,31,US,0
24,Private,213977,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Non-Private,357596,13,Married,Managerial-Specialist,Husband,White,Male,7298,0,55,US,1
18,Private,169882,7,Non-Married,Other,Non-Husband,White,Female,0,0,12,US,0
35,Non-Private,258725,12,Married,Other,Husband,White,Male,0,0,40,US,0
36,Private,184456,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,27828,0,50,US,1
37,Non-Private,45937,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
25,Non-Private,303704,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Private,76714,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,1
38,Private,161141,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,221172,14,Married,Managerial-Specialist,Husband,White,Male,0,0,65,US,1
34,Non-Private,398988,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,18,US,0
36,Private,281021,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
52,Private,229375,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,340428,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
75,Private,124660,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
34,Private,245487,4,Married,Other,Husband,Non-White,Male,0,0,45,Non-US,0
47,Non-Private,124974,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
60,Non-Private,135285,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
39,Private,83893,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
55,Private,228595,3,Married,Other,Husband,White,Male,0,0,40,US,0
47,Non-Private,205712,10,Married,Other,Husband,White,Male,0,0,38,US,0
28,Private,181916,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Private,428420,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
30,Private,207172,7,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
32,Private,258406,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
58,Private,151910,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Private,99185,16,Married,Managerial-Specialist,Husband,White,Male,15024,0,45,US,1
47,Private,192984,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
41,Private,235167,3,Non-Married,Other,Non-Husband,White,Female,0,0,32,Non-US,0
29,Private,137476,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,1
33,Non-Private,147921,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
51,Non-Private,323963,9,Married,Other,Husband,White,Male,0,0,60,US,1
26,Private,196899,12,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
46,Private,109209,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
33,Private,173248,9,Married,Other,Husband,Non-White,Male,0,0,35,US,0
27,Private,215504,13,Married,Other,Husband,White,Male,0,1848,55,US,1
27,Private,247507,9,Married,Other,Husband,White,Male,0,0,40,US,0
35,Private,187625,10,Non-Married,Other,Non-Husband,White,Female,0,0,65,US,0
22,Private,52262,10,Married,Other,Husband,White,Male,0,0,45,US,0
55,Private,110871,13,Married,Other,Husband,White,Male,0,0,40,US,0
71,Private,183678,15,Married,Managerial-Specialist,Husband,White,Male,0,0,16,US,0
47,Private,159075,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
45,Private,387074,11,Married,Other,Husband,White,Male,0,0,40,US,0
18,Private,324011,5,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
32,Non-Private,178109,9,Married,Other,Husband,White,Male,0,0,43,US,0
34,Private,362787,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
56,Non-Private,93415,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
61,Private,93997,4,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
27,Private,159676,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,176014,9,Married,Other,Husband,White,Male,0,0,50,US,0
62,Non-Private,223637,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,35,US,0
45,Private,363087,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
42,Private,134220,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
47,Private,76034,10,Married,Other,Husband,White,Male,0,0,57,US,1
32,Private,172415,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
61,Non-Private,163174,15,Married,Managerial-Specialist,Husband,White,Male,0,0,35,US,1
49,Private,192894,9,Married,Other,Husband,White,Male,0,0,40,US,1
50,Non-Private,183915,13,Married,Other,Husband,White,Male,0,0,45,US,1
66,Non-Private,140456,13,Married,Other,Husband,White,Male,0,0,40,US,1
55,Non-Private,120781,16,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
76,Non-Private,236878,9,Married,Other,Husband,White,Male,0,0,30,US,0
22,Private,103805,10,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
34,Private,181091,13,Married,Managerial-Specialist,Husband,White,Male,0,1977,45,US,1
50,Private,34832,13,Married,Other,Husband,White,Male,15024,0,40,US,1
38,Private,76317,11,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
39,Non-Private,126569,15,Married,Managerial-Specialist,Husband,White,Male,15024,0,60,US,1
31,Private,126501,10,Married,Other,Husband,White,Male,0,0,40,US,0
31,Non-Private,48520,12,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Private,138088,9,Married,Other,Husband,White,Male,0,0,45,US,0
34,Private,130021,9,Married,Other,Husband,White,Male,0,0,48,US,0
53,Private,191389,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,168817,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
30,Non-Private,185384,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
55,Private,24694,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
18,Private,187770,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
48,Private,176732,5,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
34,Non-Private,214288,9,Married,Other,Husband,White,Male,3411,0,80,US,0
26,Private,124483,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,25,Non-US,0
26,Private,132749,10,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
31,Non-Private,314375,10,Married,Other,Husband,White,Male,0,0,30,US,0
30,Private,205407,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35,Private,253006,10,Married,Managerial-Specialist,Husband,White,Male,7688,0,38,US,1
32,Private,234195,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Private,170017,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,111499,10,Married,Other,Husband,White,Male,7298,0,50,US,1
44,Private,210534,3,Married,Other,Husband,White,Male,0,0,40,Non-US,0
24,Private,165107,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,53306,9,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
44,Non-Private,179557,9,Married,Managerial-Specialist,Husband,White,Male,0,1977,45,US,1
33,Private,84130,9,Married,Other,Husband,White,Male,0,0,40,US,0
22,Private,218215,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
18,Private,120544,5,Non-Married,Other,Non-Husband,Non-White,Male,0,0,15,US,0
47,Private,194698,9,Married,Other,Husband,White,Male,0,0,50,US,0
48,Non-Private,99086,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
63,Private,271075,9,Married,Other,Husband,White,Male,0,0,29,US,0
60,Non-Private,265201,16,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
42,Private,178134,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
31,Private,97723,12,Married,Other,Husband,White,Male,0,0,40,US,1
24,Private,95552,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Non-Private,340880,13,Married,Other,Husband,White,Male,0,0,48,US,0
47,Non-Private,187087,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
76,Non-Private,329355,9,Non-Married,Other,Non-Husband,White,Female,0,0,13,US,0
24,Private,116934,10,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
23,Private,224632,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,38,US,0
67,Private,224984,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,15831,0,16,Non-US,1
26,Private,202156,9,Married,Other,Non-Husband,White,Female,0,0,30,US,0
62,Non-Private,285692,14,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
36,Non-Private,185366,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
44,Private,172479,13,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
35,Private,217605,9,Married,Other,Non-Husband,White,Female,0,0,40,US,0
46,Private,216164,9,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,231043,9,Married,Other,Husband,White,Male,5178,0,48,US,1
58,Private,138285,12,Married,Other,Husband,White,Male,0,1740,40,US,0
36,Private,51089,13,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
34,Private,90415,11,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
19,Non-Private,47176,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
23,Private,335067,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
62,Private,77884,2,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
62,Private,190384,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,37,US,0
27,Private,209891,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,50,US,0
53,Private,158993,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
61,Private,199193,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
38,Non-Private,314052,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
31,Non-Private,357145,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
18,Private,205894,7,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
47,Private,95680,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
43,Private,111252,10,Married,Other,Husband,White,Male,0,0,42,US,0
67,Private,126361,7,Married,Other,Husband,Non-White,Male,0,0,9,US,1
30,Private,408328,1,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
31,Non-Private,210926,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,347867,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
26,Private,188703,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,140206,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Non-Private,174215,14,Married,Managerial-Specialist,Non-Husband,White,Female,7688,0,35,US,1
38,Non-Private,273457,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
67,Non-Private,171564,9,Married,Managerial-Specialist,Non-Husband,White,Female,20051,0,30,Non-US,1
64,Private,169482,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
25,Private,90291,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
48,Private,168216,10,Married,Other,Husband,White,Male,0,0,40,US,1
64,Non-Private,222966,4,Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
61,Non-Private,156542,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
38,Private,171150,12,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
55,Non-Private,184702,9,Married,Other,Husband,White,Male,0,0,40,US,0
46,Non-Private,183610,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,168138,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
48,Non-Private,370119,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Private,172928,9,Married,Other,Husband,White,Male,0,0,65,US,0
24,Private,121313,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
53,Private,182186,5,Married,Other,Husband,White,Male,0,0,40,Non-US,0
31,Private,263796,6,Married,Other,Husband,White,Male,0,0,50,US,0
37,Non-Private,75387,9,Married,Other,Husband,White,Male,0,0,40,US,0
37,Private,94331,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Private,191814,10,Married,Other,Husband,White,Male,0,0,45,US,0
18,Private,25837,7,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,15,US,0
42,Private,180985,11,Married,Other,Husband,White,Male,0,0,52,US,0
26,Private,248990,7,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Private,46144,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
30,Non-Private,33308,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
41,Non-Private,153132,12,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
58,Private,244605,11,Married,Managerial-Specialist,Husband,White,Male,3908,0,40,US,0
58,Private,71283,9,Married,Other,Husband,White,Male,0,0,38,US,1
39,Private,196673,9,Married,Other,Non-Husband,White,Female,5013,0,40,US,0
19,Private,273226,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43,Private,174196,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
26,Non-Private,265230,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
40,Private,193385,15,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
33,Private,155781,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
31,Non-Private,34862,12,Married,Other,Husband,Non-White,Male,0,0,40,US,0
36,Private,218490,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,1
39,Non-Private,124685,12,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,0
36,Private,66304,10,Married,Other,Husband,White,Male,0,0,45,US,0
31,Private,118161,9,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,238381,10,Non-Married,Other,Non-Husband,Non-White,Male,8614,0,40,US,1
23,Private,86065,8,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
23,Non-Private,41356,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,32,US,0
21,Private,65225,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
21,Private,31606,10,Non-Married,Other,Non-Husband,White,Female,0,0,25,Non-US,0
35,Private,143058,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
46,Private,147519,10,Non-Married,Other,Non-Husband,White,Female,0,0,80,US,0
51,Non-Private,106365,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,332465,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,156266,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
46,Private,169699,9,Married,Other,Husband,White,Male,0,0,40,US,0
22,Private,99199,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
32,Private,193565,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
20,Private,286734,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,35,US,0
41,Non-Private,111772,12,Married,Other,Husband,White,Male,0,1887,40,US,1
