age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
21,0,F,Other,Male,0,0,1
26,1,F,African-American,Male,11,1,0
21,1,F,African-American,Male,1,1,0
34,0,F,African-American,Male,0,1,0
27,1,F,Other,Male,1,0,1
30,1,M,African-American,Male,3,1,0
27,1,F,Other,Male,0,0,0
41,1,F,African-American,Male,8,1,1
30,1,F,Other,Male,13,33,0
40,0,F,Other,Female,3,1,1
25,0,F,Other,Male,2,0,0
29,1,F,African-American,Male,16,33,0
21,1,F,Other,Male,0,6,0
21,1,M,African-American,Female,4,0,0
35,1,M,Other,Male,1,0,1
52,1,M,Other,Female,0,0,1
24,0,M,African-American,Female,0,2,1
34,0,F,African-American,Male,1,0,1
27,1,M,African-American,Male,7,27,0
25,1,F,African-American,Male,5,54,0
30,1,F,African-American,Male,8,1,0
56,0,M,Other,Male,5,0,0
43,0,M,African-American,Female,2,16,1
52,0,M,Other,Male,0,0,1
32,0,M,Other,Male,6,0,0
22,0,M,Other,Male,0,1,1
56,0,F,Other,Male,13,6,1
33,1,M,Other,Male,3,11,1
38,0,F,African-American,Male,15,0,0
24,0,F,Other,Female,0,0,0
29,0,F,African-American,Male,7,1,1
33,0,M,Other,Female,0,0,1
61,0,M,Other,Female,1,-1,1
46,0,F,Other,Male,0,0,1
38,0,M,African-American,Male,8,1,0
20,1,F,African-American,Male,1,14,0
44,1,F,African-American,Male,0,0,1
34,0,M,African-American,Male,19,1,0
25,0,F,African-American,Male,9,2,0
27,1,F,African-American,Male,21,35,0
25,0,F,African-American,Male,0,1,1
55,0,M,Other,Male,0,0,1
29,1,F,African-American,Male,9,1,0
37,0,M,African-American,Male,2,0,1
25,0,F,African-American,Male,2,1,1
42,1,M,African-American,Male,1,6,0
53,0,M,Other,Male,8,5,1
27,1,F,African-American,Male,0,9,1
23,1,F,African-American,Male,3,43,0
23,0,M,African-American,Male,1,5,0
25,0,F,African-American,Male,3,1,0
32,0,F,African-American,Male,9,111,0
31,1,F,African-American,Female,0,0,0
25,0,M,Other,Male,2,64,0
33,0,F,African-American,Male,0,45,0
37,0,F,Other,Male,0,19,1
25,0,F,African-American,Male,0,34,1
22,1,F,African-American,Male,3,26,0
24,0,M,African-American,Male,0,1,1
26,1,F,African-American,Male,3,33,0
31,1,F,African-American,Male,3,15,1
33,0,F,Other,Female,2,-1,1
25,0,F,Other,Male,0,0,1
22,0,F,Other,Male,0,0,0
34,1,M,Other,Male,2,1,1
24,1,M,Other,Female,0,0,0
38,0,F,Other,Female,0,0,1
20,1,F,African-American,Male,2,33,0
59,0,F,African-American,Male,8,5,1
31,1,F,Other,Male,11,0,0
22,0,F,Other,Male,0,-1,0
21,0,F,Other,Male,2,2,0
35,1,F,African-American,Female,0,1,1
34,0,M,African-American,Male,4,0,0
24,0,M,Other,Female,0,0,1
29,0,M,Other,Male,0,1,1
33,0,F,Other,Male,0,5,1
20,0,M,Other,Male,0,0,0
28,1,F,African-American,Male,16,1,0
29,1,M,African-American,Male,7,8,0
64,0,F,African-American,Male,20,2,0
25,0,F,Other,Female,6,24,0
24,1,M,African-American,Female,3,2,0
30,0,M,Other,Male,3,0,1
24,1,F,African-American,Female,4,5,0
41,1,F,African-American,Male,6,39,0
39,1,M,African-American,Male,2,1,1
46,0,F,Other,Male,2,1,1
30,0,M,African-American,Male,0,0,1
29,1,F,Other,Male,0,6,0
24,1,F,Other,Male,6,218,0
21,0,M,Other,Male,0,0,1
20,1,F,African-American,Male,0,1,0
22,0,F,African-American,Male,1,2,0
29,0,F,Other,Male,4,0,0
57,0,M,Other,Female,0,0,1
27,0,M,African-American,Male,3,1,0
53,1,M,African-American,Male,18,41,0
33,0,F,African-American,Male,6,0,0
55,0,F,Other,Male,0,0,0
33,0,F,Other,Male,2,14,1
58,1,M,Other,Male,2,83,1
44,0,F,African-American,Male,0,2,1
34,1,F,Other,Female,0,0,1
60,0,F,Other,Male,0,1,1
46,0,F,Other,Male,2,7,1
23,0,M,Other,Male,0,2,1
52,1,F,African-American,Male,0,26,1
30,1,F,African-American,Male,13,474,0
32,0,M,Other,Female,0,0,1
24,1,M,Other,Male,3,1,0
38,0,F,African-American,Female,1,0,1
37,0,M,Other,Male,1,0,1
29,1,F,African-American,Male,6,0,0
33,1,F,Other,Male,7,1,0
43,0,F,Other,Male,2,0,1
21,0,M,Other,Male,1,0,0
45,0,F,African-American,Female,1,6,1
48,1,F,Other,Male,23,360,0
28,0,M,Other,Female,0,0,0
26,1,M,Other,Male,1,0,1
34,0,F,African-American,Male,1,1,1
54,0,M,Other,Female,1,0,1
26,1,F,African-American,Male,20,29,0
24,1,F,African-American,Female,0,0,1
37,0,F,African-American,Male,5,0,0
23,0,M,Other,Male,0,0,1
19,1,F,African-American,Male,3,1,0
57,1,F,Other,Male,9,58,1
38,0,F,African-American,Female,0,4,1
21,1,F,African-American,Male,0,0,0
21,0,F,African-American,Male,2,36,0
28,1,M,African-American,Male,0,0,0
29,1,F,African-American,Male,16,0,0
28,0,F,Other,Male,0,1,0
31,1,F,African-American,Male,4,24,0
41,1,M,Other,Male,0,3,1
30,1,F,African-American,Male,9,196,0
33,0,M,Other,Male,3,0,1
38,0,M,African-American,Male,4,0,1
24,0,M,African-American,Male,1,1,0
73,0,M,Other,Male,0,1,1
29,0,F,African-American,Female,5,1,0
23,0,M,Other,Male,0,0,0
35,0,F,Other,Male,4,169,1
39,0,F,Other,Male,3,13,1
24,1,F,Other,Male,9,4,0
34,0,F,Other,Male,2,2,1
37,0,M,African-American,Male,0,1,1
61,1,F,African-American,Male,15,1,0
22,1,F,Other,Male,1,0,1
48,1,F,African-American,Male,3,1,1
35,0,F,Other,Male,0,0,1
33,1,M,African-American,Male,7,1,0
30,0,F,African-American,Male,0,2,1
36,0,F,Other,Male,1,0,1
25,1,F,African-American,Male,1,0,1
23,1,M,African-American,Male,0,0,1
24,0,F,African-American,Male,0,4,0
51,0,F,Other,Male,0,35,1
23,1,F,African-American,Male,2,1,0
32,1,F,Other,Male,4,0,0
41,1,F,Other,Male,4,0,1
60,0,F,Other,Female,2,1,1
23,1,F,Other,Male,0,1,1
66,0,M,Other,Male,0,1,1
38,0,F,African-American,Male,11,18,0
22,1,F,African-American,Male,1,21,0
21,0,F,Other,Female,0,0,0
21,0,F,Other,Male,0,1,0
61,0,F,Other,Male,4,1,1
50,0,M,African-American,Female,0,1,1
35,0,F,African-American,Male,1,0,0
48,0,F,Other,Female,0,1,1
27,0,F,African-American,Male,1,0,1
29,1,F,African-American,Male,6,35,0
22,1,F,African-American,Male,0,5,1
36,1,M,African-American,Female,4,1,0
44,1,F,Other,Male,13,16,0
52,0,M,Other,Male,1,1,1
48,1,F,Other,Male,1,126,1
45,0,F,Other,Male,2,0,1
28,0,F,Other,Male,0,1,1
22,0,F,African-American,Male,0,1,1
22,1,M,African-American,Male,1,1,0
38,0,F,Other,Female,0,25,1
26,1,F,African-American,Male,1,0,0
29,1,F,African-American,Male,1,1,1
25,0,F,African-American,Male,0,1,0
27,1,M,African-American,Male,0,0,1
60,0,F,African-American,Male,9,0,0
53,0,M,Other,Male,0,1,1
41,0,F,Other,Male,1,1,1
21,0,F,African-American,Male,0,0,1
25,0,M,Other,Male,2,1,0
23,1,M,African-American,Male,2,3,0
49,0,F,African-American,Male,2,1,1
40,0,M,Other,Male,0,0,1
27,0,M,Other,Male,1,0,1
26,0,M,African-American,Male,0,1,1
49,0,M,African-American,Male,1,-1,1
42,0,F,African-American,Male,1,0,1
27,1,F,African-American,Male,0,0,1
54,1,F,Other,Male,3,8,1
22,0,M,Other,Female,0,1,0
48,0,F,Other,Female,0,17,1
33,1,F,African-American,Male,1,0,1
20,1,F,Other,Male,1,15,0
31,0,M,Other,Male,6,1,0
34,1,F,African-American,Male,13,1,0
32,0,F,African-American,Female,0,0,1
23,1,F,African-American,Male,4,0,0
21,1,F,African-American,Male,2,18,0
24,1,F,African-American,Male,3,0,0
24,1,F,African-American,Male,1,0,1
34,0,F,Other,Male,0,0,1
21,0,F,African-American,Male,0,2,0
31,0,M,Other,Male,3,0,0
25,0,M,African-American,Male,0,0,1
32,0,M,African-American,Male,0,0,0
30,1,F,African-American,Male,7,0,0
28,0,M,African-American,Female,0,0,1
50,0,M,African-American,Female,7,1,1
46,0,F,Other,Male,0,1,1
27,0,M,African-American,Male,6,1,0
51,1,F,Other,Male,1,1,1
23,0,F,African-American,Female,1,1,1
27,1,F,African-American,Male,18,0,0
30,0,F,African-American,Male,2,16,1
20,1,F,Other,Male,0,1,0
20,0,F,African-American,Male,0,0,1
27,1,M,Other,Male,0,-1,1
24,1,F,African-American,Male,1,0,1
35,0,M,African-American,Female,0,0,1
36,0,F,African-American,Male,9,57,1
47,0,F,Other,Male,3,2,1
28,1,F,African-American,Male,20,0,0
32,0,F,African-American,Male,3,1,1
21,1,F,Other,Male,1,0,1
53,0,F,Other,Male,0,11,1
42,0,F,Other,Male,0,0,0
38,1,M,African-American,Male,2,10,1
42,0,F,African-American,Male,1,0,1
40,1,M,African-American,Male,8,0,1
24,0,M,Other,Male,0,0,1
41,1,F,African-American,Male,14,0,0
27,0,M,Other,Male,1,31,1
21,1,F,Other,Male,3,1,0
29,1,M,African-American,Male,1,0,1
31,1,F,Other,Male,5,1,0
33,0,M,African-American,Female,3,2,1
34,1,F,African-American,Male,27,118,0
46,1,F,African-American,Male,5,202,1
52,0,F,Other,Male,0,0,1
28,0,M,Other,Male,0,0,1
32,1,F,African-American,Male,1,1,1
69,0,M,Other,Female,0,-1,1
42,0,F,African-American,Female,1,-1,1
23,1,F,African-American,Male,5,1,0
22,0,F,African-American,Male,1,1,1
23,0,M,African-American,Male,1,0,0
24,1,F,African-American,Male,4,1,0
22,0,M,African-American,Female,0,1,1
54,0,F,African-American,Male,11,129,0
22,1,F,African-American,Male,4,260,0
28,0,F,Other,Female,0,0,1
21,0,M,African-American,Male,0,1,1
27,1,F,Other,Male,2,0,0
36,0,M,Other,Male,0,1,1
34,1,F,Other,Male,16,1,0
28,0,M,African-American,Female,5,2,0
45,0,F,Other,Female,1,2,1
25,1,F,Other,Male,0,1,0
38,0,M,African-American,Female,0,1,1
38,0,F,African-American,Male,0,1,0
36,1,M,African-American,Male,5,1,0
45,0,F,African-American,Female,0,0,1
77,0,M,African-American,Male,0,-1,1
37,0,F,Other,Male,5,1,1
48,0,M,Other,Male,0,9,1
59,1,F,African-American,Male,8,8,0
41,0,F,African-American,Male,6,6,1
39,1,F,Other,Male,16,35,0
23,0,F,Other,Male,0,0,1
54,1,F,African-American,Male,6,13,0
34,0,F,African-American,Male,12,34,0
24,0,F,Other,Female,0,1,0
19,1,M,Other,Male,0,2,0
36,0,F,African-American,Female,4,0,1
48,1,M,Other,Male,1,0,1
27,1,M,Other,Male,7,2,0
34,1,F,African-American,Male,0,2,0
28,1,F,African-American,Male,11,1,0
61,0,M,Other,Male,0,-1,1
25,0,F,African-American,Male,6,6,0
27,1,F,Other,Male,8,1,0
27,1,F,Other,Male,4,3,1
50,0,M,Other,Male,2,0,1
77,0,M,Other,Male,1,3,1
27,0,F,Other,Male,1,1,1
46,1,F,African-American,Male,10,9,0
20,1,M,African-American,Male,0,2,1
25,1,F,African-American,Male,1,0,1
32,0,M,Other,Male,0,1,1
51,0,F,African-American,Male,2,24,1
32,1,M,Other,Male,2,0,0
23,1,F,African-American,Male,2,2,0
42,0,F,African-American,Female,16,24,0
51,1,F,African-American,Male,12,0,0
28,0,F,African-American,Female,1,0,1
26,0,F,African-American,Male,15,42,0
28,0,F,Other,Female,0,2,1
26,1,F,African-American,Male,7,2,0
30,0,M,Other,Male,0,0,1
35,0,F,African-American,Male,0,0,1
23,1,M,Other,Male,3,35,0
45,0,M,Other,Male,0,1,1
37,0,F,African-American,Male,1,3,0
38,0,F,African-American,Male,14,56,0
69,0,M,Other,Male,0,0,1
47,0,M,Other,Male,0,1,1
21,0,F,Other,Male,0,-1,0
28,0,F,African-American,Female,1,38,0
34,1,F,Other,Male,9,1,0
27,1,F,African-American,Male,2,0,1
43,1,M,African-American,Male,1,5,0
41,0,F,Other,Male,0,3,1
45,1,F,African-American,Male,0,2,1
27,1,F,Other,Male,0,0,1
56,0,F,Other,Male,1,35,1
43,0,M,Other,Male,0,0,1
56,0,F,African-American,Male,0,5,1
37,0,M,African-American,Male,3,0,0
20,1,F,African-American,Male,2,129,0
50,0,F,African-American,Female,3,-1,1
23,1,F,Other,Male,0,0,0
46,0,F,Other,Male,0,1,1
58,1,F,Other,Male,4,0,0
24,1,F,African-American,Male,5,1,0
23,0,F,African-American,Male,3,33,0
28,1,F,Other,Male,4,3,1
41,1,F,African-American,Male,25,185,0
24,1,F,African-American,Male,0,182,1
41,1,M,African-American,Male,18,33,0
20,1,F,African-American,Male,0,0,0
23,0,F,African-American,Male,0,0,1
34,1,F,Other,Male,2,0,0
64,1,F,African-American,Male,13,1,0
37,1,F,African-American,Male,6,20,0
36,0,F,Other,Female,3,25,1
31,0,M,Other,Male,1,-1,1
36,0,M,Other,Male,2,0,1
41,1,F,Other,Male,0,1,1
20,1,M,African-American,Male,0,11,0
45,0,M,African-American,Male,1,0,1
23,0,M,African-American,Male,0,0,1
57,0,F,African-American,Male,19,117,0
72,0,M,Other,Male,1,1,1
24,0,M,Other,Male,0,0,1
50,0,F,Other,Male,1,1,1
29,0,M,Other,Male,0,1,1
27,0,F,African-American,Male,2,3,1
28,0,M,Other,Female,1,0,0
29,1,F,African-American,Male,0,0,0
40,0,F,Other,Male,1,21,1
25,1,M,Other,Male,1,3,1
33,0,F,Other,Male,0,1,1
33,1,F,African-American,Male,12,2,0
27,0,F,Other,Male,1,0,1
41,0,M,African-American,Male,0,0,1
26,1,F,Other,Male,10,1,0
20,0,F,African-American,Male,0,30,0
29,1,F,Other,Male,0,1,1
31,0,F,African-American,Male,6,25,0
20,1,F,African-American,Male,0,1,0
44,1,M,African-American,Male,10,5,1
32,0,F,Other,Female,5,4,1
23,0,F,African-American,Female,0,25,1
48,0,M,Other,Male,1,1,1
42,0,M,Other,Female,0,1,1
37,0,M,African-American,Female,0,1,1
26,1,F,Other,Male,0,1,0
22,1,F,African-American,Male,0,0,0
46,1,F,African-American,Male,2,64,0
30,1,M,African-American,Female,7,0,1
30,1,M,Other,Female,2,1,1
34,0,M,African-American,Male,8,1,0
34,1,F,African-American,Male,5,0,1
30,1,F,African-American,Male,15,1,0
46,1,F,Other,Male,0,0,1
29,0,F,Other,Male,0,0,1
40,0,F,African-American,Male,2,3,1
41,0,M,Other,Male,1,0,1
30,0,M,Other,Female,0,3,0
30,1,F,African-American,Male,5,2,0
32,1,M,African-American,Male,13,38,0
24,0,F,Other,Male,0,0,1
45,1,F,African-American,Male,15,0,1
27,1,F,African-American,Male,7,10,0
47,0,M,Other,Male,3,63,0
28,1,F,African-American,Female,4,2,0
31,1,M,African-American,Male,6,0,0
33,1,M,African-American,Male,21,6,0
51,0,F,African-American,Male,3,3,1
23,0,F,African-American,Male,0,1,1
28,1,M,African-American,Male,1,1,1
30,1,F,African-American,Female,3,12,0
26,1,M,African-American,Male,27,10,0
51,0,F,Other,Female,4,8,1
49,0,F,Other,Male,0,1,1
20,1,F,Other,Male,2,192,0
36,1,M,African-American,Male,2,46,0
51,0,F,Other,Female,0,1,1
25,0,M,African-American,Female,0,44,0
22,1,F,Other,Male,1,0,0
30,1,F,African-American,Male,1,0,0
26,0,M,Other,Male,5,0,1
38,0,M,Other,Female,1,1,1
33,0,M,Other,Male,2,1,1
25,0,F,African-American,Male,1,-1,0
24,1,F,African-American,Male,2,1,1
35,1,M,Other,Male,2,34,1
31,1,M,Other,Male,2,33,1
21,1,M,African-American,Male,0,35,0
45,1,F,Other,Male,1,27,0
21,1,F,African-American,Male,1,0,0
30,1,M,Other,Male,3,2,0
23,0,M,Other,Male,0,0,1
23,0,M,Other,Male,2,45,0
51,0,F,Other,Male,3,6,1
30,0,M,African-American,Female,0,0,1
39,0,F,Other,Female,1,39,1
32,1,M,African-American,Male,1,21,0
27,1,F,Other,Male,0,1,0
26,0,M,African-American,Male,1,32,1
30,1,F,African-American,Male,10,7,0
57,0,F,Other,Male,0,1,1
25,1,M,Other,Male,0,21,1
31,1,F,African-American,Female,7,1,0
43,0,F,Other,Male,8,1,1
55,0,M,Other,Male,0,1,1
21,1,F,African-American,Male,0,6,0
31,1,F,Other,Male,0,30,0
23,1,F,African-American,Female,2,1,0
47,0,F,Other,Male,2,0,1
25,1,F,African-American,Male,8,0,0
21,0,F,Other,Male,1,0,1
51,1,M,Other,Female,5,20,0
24,0,F,African-American,Male,0,1,0
30,0,M,Other,Female,1,0,1
23,1,M,Other,Female,4,133,0
52,0,F,African-American,Male,3,0,1
49,0,M,Other,Male,0,-1,1
21,1,M,Other,Male,4,33,0
22,1,M,African-American,Male,1,4,0
29,1,F,African-American,Male,5,3,0
41,1,F,African-American,Male,10,176,0
29,0,M,African-American,Male,0,0,1
45,1,F,Other,Male,9,54,0
21,1,F,Other,Male,0,0,0
27,1,F,Other,Female,2,0,0
55,0,F,African-American,Female,1,0,1
28,1,F,African-American,Male,4,21,0
21,0,F,Other,Female,0,1,1
28,0,M,African-American,Male,1,1,0
32,1,F,African-American,Male,1,19,0
43,0,F,Other,Male,5,0,0
27,1,F,African-American,Male,1,0,1
52,1,M,African-American,Male,6,1,1
29,0,M,African-American,Male,0,0,0
35,0,F,African-American,Female,2,1,1
29,0,F,African-American,Male,1,40,0
31,0,M,African-American,Male,1,1,1
39,0,M,Other,Male,0,0,1
53,1,F,Other,Female,6,10,0
24,0,F,Other,Female,0,0,0
41,0,M,Other,Male,0,0,1
28,1,M,Other,Male,0,1,1
40,0,F,African-American,Male,13,1,0
54,1,F,African-American,Male,10,0,1
43,1,M,African-American,Male,0,1,1
22,0,M,Other,Male,1,8,0
45,1,F,African-American,Male,0,0,1
34,1,F,African-American,Male,2,0,1
35,0,F,Other,Male,5,0,1
29,1,F,Other,Female,0,1,1
22,1,F,African-American,Male,1,38,0
33,0,M,Other,Female,7,0,0
23,0,F,Other,Male,0,2,0
23,0,M,African-American,Female,1,-1,0
43,1,F,Other,Male,4,2,0
42,0,M,Other,Male,0,6,1
33,0,M,Other,Male,2,4,1
28,0,F,African-American,Male,2,125,1
22,1,F,Other,Male,0,2,0
26,1,F,African-American,Male,6,2,0
26,0,F,African-American,Male,1,-1,0
44,0,M,Other,Male,0,0,1
23,0,M,African-American,Male,0,0,0
31,1,F,African-American,Male,6,1,0
50,0,M,Other,Male,0,0,1
31,0,F,African-American,Female,0,2,1
54,1,M,African-American,Male,0,0,1
50,0,M,Other,Male,0,1,1
56,0,F,African-American,Male,6,1,1
47,0,M,Other,Male,0,0,1
26,0,M,African-American,Female,1,0,1
22,0,F,Other,Male,1,1,1
52,0,F,Other,Male,8,39,1
32,1,F,African-American,Male,4,44,1
51,0,M,Other,Male,0,0,1
27,0,F,Other,Male,0,2,1
20,0,M,Other,Female,1,1,1
52,1,M,African-American,Male,3,31,1
33,1,F,Other,Male,7,116,0
35,0,F,Other,Male,2,13,1
25,0,F,African-American,Male,2,0,0
35,1,M,African-American,Female,3,0,0
21,0,F,Other,Male,0,0,0
19,0,F,Other,Male,1,4,0
32,1,F,African-American,Male,17,0,0
47,1,F,Other,Male,1,0,1
33,1,F,African-American,Male,7,0,0
23,1,M,African-American,Male,0,0,0
29,1,F,African-American,Male,5,2,0
36,0,M,African-American,Male,4,2,0
35,0,F,African-American,Male,9,1,0
57,0,F,Other,Male,1,17,1
33,1,F,Other,Male,1,10,0
22,0,F,African-American,Male,1,1,1
39,1,M,Other,Female,1,10,1
39,0,F,African-American,Male,4,40,1
44,1,F,African-American,Male,11,1,0
38,1,M,Other,Male,0,2,1
33,1,F,Other,Male,6,152,0
25,0,F,African-American,Male,0,2,0
38,1,F,Other,Female,5,41,0
27,0,F,African-American,Male,4,0,1
22,0,F,African-American,Male,0,0,1
23,1,F,African-American,Male,10,4,0
28,0,F,African-American,Male,5,1,0
46,0,M,Other,Male,0,0,0
31,1,F,African-American,Female,2,0,1
57,1,F,African-American,Male,28,2,0
33,0,F,African-American,Male,4,7,1
32,1,F,Other,Male,1,0,1
22,1,F,Other,Male,0,6,1
53,1,F,Other,Male,36,32,0
36,1,F,Other,Male,4,1,1
25,1,F,African-American,Male,3,5,1
35,0,F,Other,Male,2,0,0
23,1,F,African-American,Male,2,0,1
24,0,F,Other,Female,0,0,0
41,0,M,African-American,Female,0,1,1
49,0,F,Other,Female,3,0,1
33,0,F,African-American,Male,0,40,1
30,0,M,Other,Male,3,0,1
28,0,F,African-American,Female,4,2,0
29,0,F,African-American,Male,0,1,1
25,0,F,Other,Female,0,0,0
26,1,F,African-American,Male,9,2,0
46,0,F,Other,Female,0,0,1
47,0,M,Other,Male,0,1,1
55,0,F,Other,Male,0,2,1
55,0,M,Other,Male,1,1,1
24,1,F,African-American,Female,6,26,0
20,0,F,African-American,Female,0,0,0
29,1,F,Other,Female,1,1,1
44,0,F,African-American,Male,2,2,0
29,0,F,African-American,Male,0,0,1
33,0,M,Other,Male,2,0,1
44,1,F,African-American,Female,11,15,0
21,1,F,African-American,Male,0,30,1
39,0,F,Other,Male,0,3,1
49,0,M,Other,Male,12,21,0
35,0,F,African-American,Male,1,0,1
43,1,F,African-American,Male,3,1,1
20,1,F,African-American,Male,2,16,1
33,1,F,Other,Female,2,9,1
24,1,M,African-American,Male,0,1,0
45,0,F,African-American,Male,11,0,1
25,1,M,African-American,Male,3,80,0
56,1,M,African-American,Male,3,1,1
35,0,F,Other,Male,5,0,0
24,0,M,Other,Male,0,0,1
33,0,M,African-American,Male,2,0,1
21,1,F,Other,Male,1,36,0
21,1,F,Other,Male,0,0,1
29,0,F,African-American,Male,5,1,0
25,1,M,Other,Male,5,14,0
22,0,F,African-American,Male,0,1,1
23,0,F,Other,Male,0,1,1
24,0,F,African-American,Male,0,-1,1
48,0,F,Other,Male,1,0,1
27,1,F,African-American,Male,25,40,0
21,0,M,African-American,Male,0,45,1
63,0,M,African-American,Male,0,0,1
37,1,M,Other,Male,0,0,1
30,1,F,Other,Male,1,0,1
46,0,F,Other,Female,1,25,1
25,1,M,Other,Male,1,0,1
63,1,M,Other,Male,0,3,1
30,0,M,Other,Male,1,35,1
50,0,M,Other,Female,0,1,1
21,1,F,African-American,Male,0,8,0
25,0,M,African-American,Male,0,1,1
36,1,F,African-American,Male,4,2,0
25,1,F,Other,Male,0,20,1
33,1,F,African-American,Male,0,0,0
40,0,F,African-American,Female,2,1,1
37,1,M,Other,Male,1,1,1
24,0,M,African-American,Male,7,1,0
35,0,F,African-American,Female,2,14,0
21,1,M,African-American,Male,3,17,0
43,1,M,Other,Male,6,0,1
30,0,F,African-American,Male,7,0,1
24,0,M,African-American,Male,1,0,1
38,0,F,Other,Male,2,8,1
44,0,F,African-American,Female,0,0,1
34,0,F,Other,Female,5,1,1
36,1,F,African-American,Male,11,36,0
31,1,M,Other,Male,7,1,0
41,0,M,African-American,Male,0,0,1
22,1,F,African-American,Male,1,0,0
31,0,M,Other,Male,1,117,0
28,1,F,African-American,Male,8,2,0
26,1,F,Other,Male,1,3,0
28,0,M,African-American,Male,2,6,1
20,1,M,Other,Male,0,0,0
35,1,M,Other,Male,3,1,1
31,0,F,African-American,Female,2,1,1
23,1,F,Other,Male,0,1,0
49,0,F,Other,Female,2,10,0
36,0,M,Other,Male,8,1,1
29,0,M,African-American,Female,1,1,1
25,1,F,Other,Male,2,0,0
49,1,F,African-American,Male,3,0,0
39,1,F,Other,Male,17,35,1
41,0,M,Other,Male,3,0,1
32,1,F,African-American,Male,14,2,0
22,1,F,Other,Male,0,2,1
35,0,F,African-American,Female,5,0,1
21,1,F,African-American,Male,6,0,0
47,0,F,Other,Male,0,2,1
36,0,F,Other,Male,0,0,1
26,1,F,Other,Male,0,1,0
62,0,F,Other,Male,0,0,1
23,0,M,Other,Female,1,1,0
52,1,F,African-American,Female,2,1,1
23,0,F,Other,Male,0,1,1
27,1,M,Other,Male,4,1,1
19,1,F,African-American,Male,1,-1,0
31,0,F,Other,Male,2,16,0
28,0,F,African-American,Female,0,0,1
36,0,M,Other,Female,1,0,1
66,1,F,African-American,Female,11,5,0
28,1,F,Other,Male,2,42,1
40,0,F,Other,Female,0,4,1
26,0,M,African-American,Female,0,1,1
22,1,M,African-American,Male,1,0,0
21,0,M,African-American,Male,0,1,0
46,0,F,Other,Male,4,1,1
40,0,M,Other,Male,1,1,1
46,0,M,Other,Male,5,12,1
34,1,F,African-American,Male,4,0,0
20,1,F,African-American,Female,2,23,0
59,1,M,Other,Male,2,6,1
22,0,F,Other,Male,0,16,0
32,1,F,African-American,Male,24,2,0
36,1,F,African-American,Male,7,1,1
21,1,M,Other,Female,0,0,0
35,0,M,Other,Male,3,1,1
21,1,F,Other,Male,0,0,0
22,0,M,Other,Male,0,0,1
23,1,F,African-American,Male,4,192,0
39,1,F,Other,Male,3,1,1
24,1,M,Other,Male,9,10,0
21,0,F,African-American,Male,1,1,0
50,1,M,African-American,Male,2,0,0
59,0,M,African-American,Male,0,1,1
25,0,F,Other,Male,1,0,1
21,1,F,African-American,Male,0,34,0
23,1,F,Other,Male,0,3,1
54,0,M,Other,Male,2,39,1
65,0,M,Other,Female,0,1,1
25,0,F,Other,Male,4,1,0
29,1,M,African-American,Male,6,0,0
33,1,F,African-American,Male,13,0,0
52,1,F,Other,Male,6,1,0
34,0,M,Other,Male,2,1,1
24,0,F,African-American,Male,2,1,0
28,0,F,African-American,Male,5,51,0
33,0,F,African-American,Female,1,1,1
26,0,M,Other,Female,0,0,1
23,0,F,Other,Male,0,0,1
24,1,F,Other,Male,8,35,0
57,0,M,Other,Male,1,1,1
45,0,F,African-American,Male,3,36,0
43,0,M,Other,Male,0,0,1
54,0,F,Other,Male,2,188,1
33,1,M,African-American,Male,16,33,0
44,1,F,Other,Male,6,118,0
50,0,M,African-American,Male,4,2,0
28,0,M,African-American,Female,0,0,1
28,0,F,Other,Male,0,0,1
21,0,F,African-American,Male,4,60,0
29,1,M,Other,Male,0,3,1
21,0,F,African-American,Male,1,7,0
31,0,M,Other,Male,0,1,1
45,0,M,African-American,Male,0,1,1
34,1,M,African-American,Male,1,1,1
26,0,M,Other,Male,1,1,1
51,1,F,African-American,Male,19,2,0
20,1,F,African-American,Male,3,-1,0
37,0,M,African-American,Male,3,0,1
26,0,F,Other,Male,1,-1,1
47,0,M,Other,Male,3,3,1
53,0,F,Other,Male,0,0,1
24,1,M,African-American,Male,2,2,0
20,1,F,Other,Male,0,6,0
59,0,F,Other,Male,0,1,1
36,1,M,African-American,Male,16,1,0
21,1,F,Other,Male,1,5,0
21,1,F,African-American,Male,1,1,1
26,1,M,African-American,Male,6,3,0
33,1,M,African-American,Male,5,5,0
44,0,F,African-American,Female,6,2,0
48,0,F,Other,Male,0,2,1
48,0,F,Other,Male,1,0,1
45,1,M,Other,Male,3,92,1
52,0,F,Other,Male,3,13,1
21,1,F,African-American,Male,1,1,0
34,0,F,Other,Female,1,2,1
26,1,F,Other,Male,5,-1,0
33,1,F,African-American,Male,0,0,1
26,1,F,African-American,Male,5,6,0
38,0,M,African-American,Male,8,15,0
45,0,M,African-American,Male,1,2,1
26,1,F,Other,Male,7,18,0
25,1,F,Other,Female,2,11,0
29,1,F,African-American,Male,29,5,0
28,0,F,African-American,Female,4,0,1
35,0,F,African-American,Male,5,6,0
26,1,M,Other,Male,0,0,1
25,1,F,African-American,Male,4,32,0
24,1,F,Other,Male,0,1,1
32,1,M,Other,Male,2,5,1
43,1,M,Other,Male,0,1,1
51,0,F,Other,Male,3,16,0
33,0,F,African-American,Male,5,-1,1
33,0,F,Other,Male,10,117,0
28,1,M,Other,Male,0,0,1
